2018-05-18 14:35:01	2018-05-18 14:37:10	1	alarm-fatigue-all-events-cube	0	0			\N	druid-ambari	1	1	0	\N	[druid-ambari].[alarm-fatigue-all-events-cube](id:1)
2018-05-18 14:35:03	2018-05-18 14:39:15	2	device-event-alerts-cube	0	0			\N	druid-ambari	1	1	0	\N	[druid-ambari].[device-event-alerts-cube](id:2)
